quarter,bridge_flash1,bridge_flash1_se,bridge_flash2,bridge_flash2_se,bridge_flash3,bridge_flash3_se,adl_benchmark,ar_benchmark
2026Q1,0.009869774912280697,0.005669595418193543,0.008392676486839513,0.005663112986649843,0.009657594218241541,0.005662227034644235,0.005794255079742355,0.007138172776155609
2026Q2,0.007280545945173147,0.005660856104669868,,,,,0.007095753714348693,0.007353185994722249
