target_quarter,nowcast_month,prediction
2014 Q4,2,3.7767692152537147
2014 Q4,3,4.610555518135665
2014 Q4,4,4.610555518135665
2015 Q1,1,2.2352935831487475
2015 Q1,2,2.2470055765332733
2015 Q1,3,2.6822294069134527
2015 Q1,4,2.6822294069134527
2015 Q2,1,3.492955564008249
2015 Q2,2,2.4208868300998523
2015 Q2,3,1.731580508425927
2015 Q2,4,1.731580508425927
2015 Q3,1,4.293424484798159
2015 Q3,2,3.95554823070561
2015 Q3,3,3.7199788413884267
2015 Q3,4,3.7199788413884267
2015 Q4,1,2.9455331624983385
2015 Q4,2,2.0050223315234716
2015 Q4,3,2.214202926664072
2015 Q4,4,2.214202926664072
2016 Q1,1,3.43124527751203
2016 Q1,2,3.4888665783037416
2016 Q1,3,2.5760305070515437
2016 Q1,4,2.5760305070515437
2016 Q2,1,2.589290782593589
2016 Q2,2,3.287282818692227
2016 Q2,3,3.213560023873041
2016 Q2,4,3.213560023873041
2016 Q3,1,2.5243843843195446
2016 Q3,2,2.524419513417799
2016 Q3,3,1.8564692980525046
2016 Q3,4,1.8564692980525046
2016 Q4,1,2.6460124991823197
2016 Q4,2,3.040450156869108
2016 Q4,3,2.9234619429082374
2016 Q4,4,2.9234619429082374
2017 Q1,1,3.2498777286335754
2017 Q1,2,3.8021452510175435
2017 Q1,3,4.1948637852865716
2017 Q1,4,4.1948637852865716
2017 Q2,1,3.418202703023357
2017 Q2,2,2.3323469820943505
2017 Q2,3,3.5515429999735897
2017 Q2,4,3.5515429999735897
2017 Q3,1,2.0482603148547733
2017 Q3,2,1.3168021635010598
2017 Q3,3,2.4184836175686386
2017 Q3,4,2.4184836175686386
2017 Q4,1,3.516082485501541
2017 Q4,2,3.724342619727391
2017 Q4,3,4.597727047430423
2017 Q4,4,4.597727047430423
2018 Q1,1,2.745912213264212
2018 Q1,2,3.045022277646355
2018 Q1,3,3.7451062298720177
2018 Q1,4,3.7451062298720177
2018 Q2,1,2.5574964924239265
2018 Q2,2,2.2179538127595295
2018 Q2,3,2.4402548948834912
2018 Q2,4,2.4402548948834912
2018 Q3,1,2.3507861839666875
2018 Q3,2,2.5194776062516935
2018 Q3,3,2.47043187383083
2018 Q3,4,2.47043187383083
2018 Q4,1,2.976801087650174
2018 Q4,2,3.3325250586843813
2018 Q4,3,2.08493618264971
2018 Q4,4,2.08493618264971
2019 Q1,1,3.1547467279126886
2019 Q1,2,2.848299466748321
2019 Q1,3,2.7097899969945938
2019 Q1,4,2.7097899969945938
2019 Q2,1,3.1275873693650746
2019 Q2,2,3.288872746879359
2019 Q2,3,3.092395029560623
2019 Q2,4,3.092395029560623
2019 Q3,1,2.7444563729080773
2019 Q3,2,3.214315789154324
2019 Q3,3,2.7182301250070218
2019 Q3,4,2.7182301250070218
2019 Q4,1,1.118373504397119
2019 Q4,2,1.990475669081577
2019 Q4,3,2.231474333968248
2019 Q4,4,2.231474333968248
2020 Q1,1,2.481313522336513
2020 Q1,2,2.507398182073505
2020 Q1,3,-7.863176702477557
2020 Q1,4,-7.863176702477557
2020 Q2,1,-30.06093799760882
2020 Q2,2,-19.904013416870036
2020 Q2,3,-12.50408939933718
2020 Q2,4,-12.50408939933718
2020 Q3,1,-18.640943410696774
2020 Q3,2,0.5599686695100661
2020 Q3,3,14.119043301268656
2020 Q3,4,14.119043301268656
2020 Q4,1,-11.047411560962
2020 Q4,2,-7.8406063704832185
2020 Q4,3,8.027667556364634
2020 Q4,4,8.027667556364634
2021 Q1,1,-6.704122240159611
2021 Q1,2,-7.13615924223239
2021 Q1,3,8.406267206822465
2021 Q1,4,8.406267206822465
2021 Q2,1,2.7078032195327575
2021 Q2,2,4.712671268757286
2021 Q2,3,4.175446043159816
2021 Q2,4,4.175446043159816
2021 Q3,1,4.9479097985264335
2021 Q3,2,6.661176781688539
2021 Q3,3,8.123791645495066
2021 Q3,4,8.123791645495066
2021 Q4,1,4.02249819638071
2021 Q4,2,6.155129765946567
2021 Q4,3,6.661447902122588
2021 Q4,4,6.661447902122588
2022 Q1,1,1.60485739772958
2022 Q1,2,1.966162606896394
2022 Q1,3,3.116901906507718
2022 Q1,4,3.116901906507718
2022 Q2,1,3.1136883761581347
2022 Q2,2,3.3907635545639083
2022 Q2,3,2.9854476500009537
2022 Q2,4,2.9854476500009537
2022 Q3,1,3.5512282297844378
2022 Q3,2,3.34882583928598
2022 Q3,3,3.9251353488369896
2022 Q3,4,3.9251353488369896
2022 Q4,1,2.233667864218019
2022 Q4,2,1.5693016264358337
2022 Q4,3,1.3862017770253232
2022 Q4,4,1.3862017770253232
2023 Q1,1,4.027379643198891
2023 Q1,2,3.219102721049317
2023 Q1,3,3.351782233946297
2023 Q1,4,3.351782233946297
2023 Q2,1,3.4994820856809388
2023 Q2,2,2.616182045975409
2023 Q2,3,2.530787442047734
2023 Q2,4,2.530787442047734
2023 Q3,1,3.6465202130297185
2023 Q3,2,2.3389476995424427
2023 Q3,3,2.262744805234723
2023 Q3,4,2.262744805234723
2023 Q4,1,1.6593501856570696
2023 Q4,2,2.8484119203879548
2023 Q4,3,2.404256757744328
2023 Q4,4,2.404256757744328
2024 Q1,1,2.1296908978241023
2024 Q1,2,1.433952187796797
2024 Q1,3,1.570021844386397
2024 Q1,4,1.570021844386397
2024 Q2,1,2.562451369044105
2024 Q2,2,3.0241489189429656
2024 Q2,3,1.7679784184006029
2024 Q2,4,1.7679784184006029
2024 Q3,1,2.1249364906236003
2024 Q3,2,2.2326829502844485
2024 Q3,3,2.7461443052830194
2024 Q3,4,2.7461443052830194
2024 Q4,1,2.6492689095942126
2024 Q4,2,2.2438880994095203
2024 Q4,3,3.0310054379739264
2024 Q4,4,3.0310054379739264
2025 Q1,1,2.5417628301230124
2025 Q1,2,1.4160209840675682
2025 Q1,3,1.7474728160088002
2025 Q1,4,1.7474728160088002
2025 Q2,1,2.800879564252967
2025 Q2,2,2.077046054762342
2025 Q2,3,2.8519718094590467
2025 Q2,4,2.8519718094590467
2025 Q3,1,2.3788855900888093
2025 Q3,2,2.3060430227797903
2025 Q3,3,1.6665397442580352
2025 Q3,4,1.6665397442580352
2025 Q4,1,2.5299466200052922
2025 Q4,2,2.5247318934891676
2025 Q4,3,3.5590194500679955
2025 Q4,4,3.5590194500679955
